id|agenda_legislativa_actividad_id|cuatrienio_id|legislatura_id|tipo_control_politico_id|estado_control_politico_id|titulo|fecha|tema_principal_id|tema_secundario_id|plenaria|tags|detalles|gacetas|numero_proposicion|activo|usercreated|usermodifed|created_at|updated_at
118|19104|6|NA|1|NA|Discutir y analizar las actividades desarrolladas por el INCODER|NA|8|138|FALSE|INCODER, agro, desarrollo rural|NA|NA|11|NA|NA|NA|NA|NA
119|19756|2|16|1|NA|Debate del Presupuesto General de la Nación relacionado al presupuesto del ICBF|28/07/2009|133|41|FALSE|Presupuesto General de la Nación, Instituto Colombiano de Bienestar Familiar|NA|NA|003/09|NA|NA|NA|NA|NA
120|19504|6|NA|1|NA|Debatir sobre los recursos provenientes de las regalías, la regionalización de los recursos y la distribución de los mismos|NA|133|41|FALSE|regalías|No se realizó.|NA|NA|NA|NA|NA|NA|NA
121|19719|2|17|1|NA|Debate estado y gestión de las relaciones internacionales, la defensa nacional y el comercio exterior teniendo en cuenta los escenarios de crisis en la república de Honduras, la permanente tensión con los gobiernos de Ecuador, Venezuela y el balance de fuerzas de la OEA|29/07/2010|123|108|FALSE|Seguridad, Soberanía, Relaciones Internacional|NA|NA|002/29/2009|NA|NA|NA|NA|NA
122|27269|2|NA|2|NA|Debatir sobre la Política de vivienda y residuos hospitalarios en el país|NA|125|10|FALSE|residuos hospitalarios, política de vivienda|NA|NA|02-ago|NA|NA|NA|NA|NA
123|18583|6|17|2|NA|"Debate sobre el Proyecto de Ley No.85/10 Senado ""Por medio de la cual se crea la Pensión Familiar""."|24/08/2010|10|95|FALSE|Pensión Familiar, cónyuges, compañeros permanentes, Sistema General de Pensiones|NA|NA|7|NA|NA|NA|NA|NA
124|17969|6|17|1|NA|Debatir acerca la situación económica de la empresa de servicio público domiciliario de acueducto y alcantarillado, Acuvalle.|28/07/2010|38|133|FALSE|servicios públicos, acuvalle,|NA|NA|4|NA|NA|NA|NA|NA
125|19743|2|NA|1|NA|Debate Instalación de la red de alcantarillado en la localidad de Fontibón.|NA|138|138|FALSE|EAAB, Bogotá|NA|NA|NA|NA|NA|NA|NA|NA
126|20755|2|16|1|NA|"Debate: ¿Por qué el Gobierno nacional no ha regulado la actividad de aprovechamiento de basuras?
3era vez que se cita."|04/08/2009|41|138|TRUE|Basuras, Monopolio|NA|NA|002/ Agosto de 2009|NA|NA|NA|NA|NA
127|17972|6|17|1|NA|Debate sobre el desarrollo del proyecto de televisión digital terrestre, proyecto de televisión satelital social y del tercer canal.|28/07/2010|53|38|FALSE|televisión, tercer canal|NA|NA|1|NA|NA|NA|NA|NA
128|19167|6|NA|1|NA|Debatir, con base en el presupuesto presentado por el gobierno, sobre las locomotoras de la prosperidad de las que habló el Presidente Santos en su campaña electoral.|NA|41|133|FALSE|Desarrollo, plan de gobierno, locomotoras de la prosperidad, propuestas de campaña|NA|NA|NA|NA|NA|NA|NA|NA
129|18635|2|15|1|NA|Debate proceso de liquidación de la Sociedad Refinería de NARE S.A.|19/11/2008|138|124|FALSE|Refinería de NARE, Liquidación|NA|NA|081/08|NA|NA|NA|NA|NA
130|18085|6|NA|1|NA|Debate sobre el papel de las regalías en el desarrollo económico de las regiones. Control de vigilancia a la inversión de recursos de regalías. Régimen actual al sistema de regalías en el país y las implicaciones de una reforma al sistema integral de regalías dentro del marco de regla fiscal.|NA|133|41|FALSE|Regalías, regla fiscal, desarrollo económico|NA|NA|NA|NA|NA|NA|NA|NA
131|18360|2|14|1|NA|Debatir sobre las circunstancias de modo, tiempo y lugar en las que se produjeron los hechos que condujeron al asesinato con armas del Estado de seis (6) civiles, en el corregimiento de Balsillas, municipio de San Vicente del Caguán, Departamento del Caquetá|14/08/2007|119|123|FALSE|asesinato, población civil, Ejército Nacional|NA|NA|16-jul|NA|NA|NA|NA|NA
132|19110|6|NA|1|NA|Discutir sobre la implementación  de un sistema unificado de cartografía, mapeo y trabajo documental y de campo con fines de ordenamiento territorial, especialmente en los sectores agropecuario, forestal  minero, energético y ambiental|NA|5|NA|FALSE|cartografía, mapeo, trabajo documental, ordenamiento territorial|NA|NA|10-oct|NA|NA|NA|NA|NA
133|19662|6|NA|3|NA|Participar en la condecoración de los países que cumplen el bicentenario de la independencia.|NA|47|NA|FALSE|Bicentenario, celebraciones, independencia.|NA|NA|NA|NA|NA|NA|NA|NA
134|19937|6|17|1|NA|Discutir  los Tratados de Libre Comercio que viene adelantando el Estado colombiano.|29/09/2010|108|41|FALSE|TLC, Tratado de libre comercio|NA|NA|24-oct|NA|NA|NA|NA|NA
135|18843|6|NA|1|NA|Debatir sobre sobre las condiciones de operación de los aeropuertos colombianos.|NA|100|NA|FALSE|aeropuertos, aeronáutica civil, seguridad aérea.|<p>Proposici&oacute;n aditiva a la n&uacute;mero 16/10</p>|05-nov|16-oct|NA|NA|NA|NA|NA
136|19730|2|NA|1|NA|Debate Convenio suscrito en 2008, con la gobernación del Putumayo para la prestación del servicio educativo a  la población rural dispersa.|NA|138|41|FALSE|Unión Temporal, Putumayo,|NA|NA|NA|NA|NA|NA|NA|NA
137|19765|2|NA|2|NA|"Audiencia Proyecto de ley  001/Cámara y acumulado 036/09 Cámara, ""Por la cual se dictan medidas de protección a las víctimas de la violencia"""|NA|94|28|FALSE|DDHH, Violencia, Conflicto Armado|NA|NA|NA|NA|NA|NA|NA|NA
138|39957|6|NA|1|NA|Debatir sobre a las interceptaciones telefónicas ilegales a periodistas en el país.|NA|122|123|FALSE|interceptaciones telefónicas, interceptaciones  ilegales, periodistas, justicia|NA|NA|23/12, 49/13, 46/13|NA|NA|NA|NA|NA
139|20464|2|NA|1|NA|Debate sobre prioridades y urgencias en materia de inversion de Equipo Bélico que debe realizar el Ministerio de Defensa|NA|123|133|FALSE|Equipo Bélico, Ministerio de Defensa|NA|NA|NA|NA|NA|NA|NA|NA
140|20638|6|NA|2|NA|"Debatir públicamente el proyecto de ley No 127 de 2010-Senado ""Por la cual se expide el estatuto de ciudadanía juvenil y se dictan otras disposiciones"""|NA|95|NA|FALSE|jóvenes, juventud, ciudadanía juvenil.edua|NA|NA|NA|NA|NA|NA|NA|NA
141|25410|2|14|1|NA|Debate sobre el avance en los Planes Departamentales de Agua y Proyectos de Vivienda de Interés Social, especialmente en el departamento del Caquetá, Magdalena y Guaviare y la región denominada como la Media Colombia|04/06/2008|3|125|FALSE|Agua, Vivienda, Guaviere, Caquetá, Magdalena, Planes Departamentales, Planes Departamentales de Agua|NA|NA|66/08|NA|NA|NA|NA|NA
142|25412|2|NA|1|NA|Responder cuestionario referente a la construcción del Proyecto de Generación Eléctrica Hidrosogamoso|NA|56|38|FALSE|hidroelectrica hidrosogamoso, construccion|NA|NA|NA|NA|NA|NA|NA|NA
143|25417|2|NA|1|NA|Responder cuestionario referente a la acción social y la cooperación internacional|NA|108|122|FALSE|cuestionario accions social, cooperacion internacional|NA|NA|NA|NA|NA|NA|NA|NA
144|25424|2|NA|1|NA|Control Político- Debates|NA|121|NA|FALSE|debate, control politicio|NA|NA|NA|NA|NA|NA|NA|NA
145|25425|2|15|1|NA|Debate sobre Presupuesto de rentas y recursos de capital y apropiaciones para la vigencia Fiscal del 1 Enero al 31 de Diciembre del Año 2009|27/08/2008|133|138|FALSE|Presupuesto, Rentas|NA|NA|31-ago|NA|NA|NA|NA|NA
146|25426|2|15|1|NA|Presupuesto para el Sena|27/08/2008|133|2|FALSE|SENA, Presupuesto|NA|NA|32*08|NA|NA|NA|NA|NA
147|25432|2|NA|1|NA|Control Político- Debate|NA|123|10|FALSE|ministerio de la proteccion social, control político|NA|NA|NA|NA|NA|NA|NA|NA
148|25453|2|NA|1|NA|Hacer control político a través de participación en debate.|NA|20|NA|FALSE|control politico, debates|NA|NA|NA|NA|NA|NA|NA|NA
149|25463|6|17|1|NA|Discutir el control y la vigilancia al contrabando en el país.|16/03/2011|63|134|FALSE|contrabando, impuestos|NA|NA|34|NA|NA|NA|NA|NA
150|25495|2|15|1|NA|Debate para tratar temas de la Salud de los Maestros Colombianos|10/09/2008|10|2|FALSE|Educadores, Maestros, Fecode, Salud|NA|NA|72/08|NA|NA|NA|NA|NA
151|25499|2|NA|1|NA|Realizar control político por medio de participación en los debates.|NA|138|NA|FALSE|Control politico|NA|NA|NA|NA|NA|NA|NA|NA
152|41702|6|NA|1|NA|"Debatir sobre el proyecto UPME 2009 ""interconexión eléctrica, Barbas-Bremen y las lineas asociadas entre los departamentos de Quindío y Risaralda"""|NA|56|NA|FALSE|UPME 2009, interconexión eléctrica, Barbas-Bremen, energía|NA|NA|feb-13|NA|NA|NA|NA|NA
153|20761|2|16|1|NA|Debate sobre presupuesto del Instituto Colombiano de Bienestar Familiar proyectado para el año 2010|26/08/2009|133|138|FALSE|Bienestar Familiar, Presupuesto|NA|NA|108/09|NA|NA|NA|NA|NA
154|16950|4|NA|1|NA|"Debate sobre proyecto de Ley No.356/05-Cámara-136/04-Senado-""Por medio de la cual se modifica el Decreto 254 de 2004 sobre procedimiento de liquidación de entidades públicas de la rama ejecutiva del orden nacional y se dictan otras disposiciones."""|NA|121|NA|FALSE|356/05-Cámara-136/04-Senado, liquidación de entidades públicas, rama ejecutiva|No se realizó.|NA|NA|NA|NA|NA|NA|NA
155|18100|6|NA|1|NA|"Formulación de consideraciones sobre el proyecto del presupuesto para el año 2011, en lo correspondiente a la rama judicial.
?
????"|NA|11|133|FALSE|Reforma a la justicia, Rama judicial|NA|NA|NA|NA|NA|NA|NA|NA
156|41888|6|20|1|NA|Debate sobre los mandatos estipulados en la Ley 1429 de 2010 y de la Ley 1610 de 2013, acerca de formalización y generación de empleo.|30/07/2013|22|NA|FALSE|trabajo, formación de empleo.|NA|NA|1|NA|NA|NA|NA|NA
157|18332|6|NA|1|NA|Revisar Irregularidades del contrato 217 de 2007 entre el DAS - Departamento Administrativo de Seguridad y la firma Phoenix Worldwide Industries (Plataforma Móviles de Intelegencia y Vigilancia)|NA|124|123|FALSE|DAS, Contratatación|NA|NA|03-oct|NA|NA|NA|NA|NA
158|25384|6|NA|1|NA|Debatir sobre la política nacional de transporte en lo referente al Plan Nacional de Desarrollo|NA|97|100|FALSE|Plan Nacional de Desarrollo, economía, transporte|NA|NA|61/11|NA|NA|NA|NA|NA
159|42237|6|NA|1|NA|Debatir sobre observaciones acerca de la asignación presupuestal de cada institución, en el proyecto de presupuesto nacional para la vigencia fiscal 2014.|NA|NA|NA|FALSE|Presupuesto General de la Nación, economía, vigencia fiscal 2014|NA|NA|NA|NA|NA|NA|NA|NA
160|18876|6|NA|1|NA|Continuación del debate sobre la crisis humanitaria en los Llanos Orientales de Colombia|NA|94|119|FALSE|Llanos Orientales, crisis, crisis humanitaria|NA|NA|11/10, 04/10|NA|NA|NA|NA|NA
161|19261|6|17|3|NA|Debate con los miembros del Parlamento Andino y su Presidente|25/09/2010|108|NA|FALSE|Parlamento Andino, integración, región andina, política internacional|NA|NA|9|NA|NA|NA|NA|NA
162|1220|2|NA|1|NA|Debatir sobre el estado actual del litigo entre Colombia y Nicaragua|NA|NA|NA|FALSE|NA|NA|NA|5|NA|NA|NA|NA|NA
163|1304|2|NA|1|NA|Discutir sobre la situación de los puertos|NA|NA|NA|FALSE|NA|NA|NA|9|NA|NA|NA|NA|NA
164|18228|2|NA|1|NA|Discusión sobre la resolución No. 08 del 2006|NA|41|NA|FALSE|economía, Banco de la República|NA|NA|NA|NA|NA|NA|NA|NA
165|18849|2|15|1|NA|Discusión situación pequeña y mediana minería en Chocó y Antioquia|03/06/2009|56|3|FALSE|Chocó, Minería, San Juan,|NA|NA|099-09|NA|NA|NA|NA|NA
166|19260|6|17|1|NA|Debatir sobre la problemática social y laboral por la que atraviesan los municipios de Segovia y Remedios debido al proceso irregular de liquidación y venta de los activos de la empresa Frontino Gold Mines|25/08/2010|22|41|FALSE|Segovia, Remedios, liquidación Frontino Gold Mines|NA|NA|011/10|NA|NA|NA|NA|NA
167|17093|4|NA|1|NA|Debatir sobre políticas y programas para comunidades campesinas, indígenas y afrodescendientes.|NA|120|8|FALSE|Campesinos, indígenas, afrodescendientes|No se realizó. A ser transmitido por Canal Institucional.|NA|NA|NA|NA|NA|NA|NA
168|20534|2|16|1|NA|"Debate: ¿Por qué el Gobierno nacional no ha regulado la actividad de aprovechamiento de basuras?
No se realizó"|04/08/2009|41|138|TRUE|Basuras, Monopolio|NA|NA|002/ Agosto de 2009|NA|NA|NA|NA|NA
169|20957|2|16|1|NA|"Debate: ¿Por qué el Gobierno nacional no ha regulado la actividad de aprovechamiento de basuras?
Cuarta vez que se cita y no se realiza."|04/08/2009|41|138|TRUE|Basuras, Monopolio|NA|NA|002/ Agosto de 2009|NA|NA|NA|NA|NA
170|19679|2|15|1|NA|Debate situación financiera y administrativa de CALISALUD|08/10/2008|28|138|FALSE|CALISALUD, Derecho a la Salud|NA|NA|27-ago|NA|NA|NA|NA|NA
171|19735|2|NA|1|NA|Debatir sobre la preocupante tensión  en el campo diplomático con algunos de los Gobiernos de los países fronterizos como consecuencia de las acciones militares emprendidas por el Ejército colombiano en la Frontera con Ecuador.|NA|108|95|FALSE|tensión, diplomacia. países fronterizos, Ejército colombiano, Ecuador, Venezuela|NA|NA|23-ago|NA|NA|NA|NA|NA
172|19770|2|NA|2|NA|"Audiencia Proyecto de Ley no. 001/09 Cámara, acumulado Proyecto de Ley 063/09 Cámara ""Por la cual se dictan medidas de protección a las víctimas de la violencia"""|NA|28|94|FALSE|Conflicto Armado, Violencia,|NA|NA|NA|NA|NA|NA|NA|NA
173|20640|6|NA|2|NA|"Discutir públicamente en Villavicencio a las 8: 30 a.m. el proyecto de acto legislativo No. 123/10 Cámara - 13/10 Senado ""por el cual se constituye el sistema General de Regalías, se modifican los artículos 360 y 361 de la Constitución Política y se dictan otras disposiciones sobre el régimen de Regalías y compensaciones"" 
"|NA|133|NA|FALSE|regalías, regiones, política fiscal, presupuesto|No se realizó.|NA|NA|NA|NA|NA|NA|NA
174|18641|6|NA|1|NA|"Con el fin de debatir el Proyecto de la Ley Orgánica 58/10 Cámara ""Por la cual se dictan normas orgánicas de ordenamiento territorial"""|NA|5|125|FALSE|ordenamiento territorial|NA|NA|NA|NA|NA|NA|NA|NA
175|17277|4|NA|1|NA|Para que se absuelva cuestionario sobre Actas firmadas por el Gobierno desde 1980 y su cumplimiento, en especial las Actas que se relacionan con las comunidades indígenas del Cauca y con el Departamento del Cauca.|NA|121|120|FALSE|Actas, Cauca, indígenas|Se realizó.|NA|26|NA|NA|NA|NA|NA
176|23669|2|NA|1|NA|Debate sobre impuestos y contribuciones. (Impuesto al patrimonio y gasto militar)|NA|134|123|FALSE|Impuestos, Impuesto al Patrimonio, Fuerza Pública|NA|NA|2 y 21  de 2009|NA|NA|NA|NA|NA
177|20465|6|NA|1|NA|Debatir sobre la situación de los parques naturales de Colombia, el manejo de la cuenca hidrográfica del río Otún, las problemáticas de orden territorial por el uso de suelos.|NA|3|5|FALSE|parques naturales, río Otún, ordenamiento territorial.|NA|NA|NA|NA|NA|NA|NA|NA
178|17474|4|NA|1|NA|Debate con el fin de que se resuelvan interrogantes sobre la problemática del sector arrocero y lechero del país.|NA|8|NA|FALSE|Sector Arrocero, Sector Lechero, leche, arroz|No se realizó.|NA|5|NA|NA|NA|NA|NA
179|17575|4|NA|1|NA|Accidentes aeronáuticos, empresas que tienen licencias de operación y vigencia de estas licencias, frecuencia con la que se realizan inspecciones a aerolíneas y a naves, controles para impedir sobrecupos y temas que tengan que ver con la seguridad aérea en Colombia.|NA|100|NA|FALSE|Accidentes aeronáuticos, licencias de operación ,  inspecciones a aerolíneas , sobrecupos aéreos, seguridad aérea|Se realizó.|NA|NA|NA|NA|NA|NA|NA
180|16951|4|NA|1|NA|Debate acerca la propuesta del señor Presidente sobre la compra de coca a productores.|NA|10|8|FALSE|Coca|NA|NA|NA|NA|NA|NA|NA|NA
181|25829|6|NA|2|NA|"Debatir el proyecto de ley estatutaria No. 195/11 de Cámara ""Por medio del cual se expiden normas para fortalecer el marco jurídico que permite a los organismos que llevan a cabo actividades de inteligencia y contrainteligencia cumplir con su misión constitucional y legal, y se dictan otras disposiciones”"|NA|123|119|FALSE|inteligencia, contrainteligencia|NA|NA|NA|NA|NA|NA|NA|NA
182|18430|6|17|1|NA|Con el objetivo de tratar la problemática que se genera con el boom de la actividad minera en Colombia y las implicaciones sobre los ingresos que se obtendrán por concepto de regalías.|25/08/2010|56|41|TRUE|regalías, minas|NA|NA|09-oct|NA|NA|NA|NA|NA
183|18229|6|17|1|NA|Con el fin de conocer la política nacional de los sectores de transporte, educación, tecnologías de la información y las comunicaciones, comercio, industria, turismo y cultura, en lo referente al Plan Nacional de Desarrollo y Presupuesto Nacional.|28/07/2010|133|121|FALSE|presupuesto nacional|NA|NA|20-oct|NA|NA|NA|NA|NA
184|18647|2|15|1|NA|Debate empresas captadoras ilegales de dineros|02/12/2008|41|41|FALSE|DMG, empresas captadoras, sistema financiero|NA|NA|26|NA|NA|NA|NA|NA
185|25505|2|15|1|NA|Debate sobre  el contrato referente a los vehículos KIA comprados por el Congreso de la República|10/09/2008|20|124|FALSE|Contratos, Congreso de la República|NA|NA|73/08|NA|NA|NA|NA|NA
186|25517|2|NA|1|NA|Control político y participación en debate|NA|124|108|FALSE|politica internacional, control politico|NA|NA|NA|NA|NA|NA|NA|NA
187|18005|6|NA|1|NA|Con el fin de sustentar los dos últimos informes trimestrales de la Comisión Nacional del Servicio Civil, correspondientes a los periodos comprendidos entre el 18 de enero de 2010 al 17 de abril de 2010 y del 18 de abril de 2010 al 17 de julio de 2010|NA|124|35|FALSE|Comisión Nacional del Servicio Civil|NA|NA|NA|NA|NA|NA|NA|NA
188|25541|2|NA|1|NA|Control Político, debatir|NA|124|NA|FALSE|Administracion, control politico|NA|NA|NA|NA|NA|NA|NA|NA
189|25553|2|NA|2|NA|"Audiencia Pública sobre el Proyecto de Ley No. 334/08 Cámara 10/07 Senado ""Por la cual se modifica la Ley 685 de 2001, Código de Minas"""|NA|56|NA|FALSE|Minas y Energia, Minas, Energia|NA|NA|23-sep|NA|NA|NA|NA|NA
190|25562|2|NA|1|NA|Control Político y debate.|NA|124|NA|FALSE|Administracion, control politico|NA|NA|NA|NA|NA|NA|NA|NA
191|25532|6|NA|3|NA|"Foro sobre el proyecto de ley No. 179/11 de cámara o 218/11 de Senado ""Por el cual se expide el Plan Nacional de Desarrollo 2010-2014""."|NA|97|133|FALSE|Plan Nacional de Desarrollo, economía|NA|NA|NA|NA|NA|NA|NA|NA
192|20641|6|NA|2|NA|"Discutir el proyecto de acto legislativo No. 13/10 Senado ""por el cual se constituye el sistema General de Regalías, se modifican los artículos 360 y 361 de la Constitución Política y se dictan otras disposiciones sobre el régimen de Regalías y compensaciones"""|NA|133|41|FALSE|regalías, regiones, presupuesto, política fiscal|NA|NA|NA|NA|NA|NA|NA|NA
193|19956|6|NA|1|NA|Tratar la situación de las empresas municipales de Cali, y en especial la subasta a efectuarse del componente de comunicaciones de EMCALI.|NA|38|41|FALSE|servicios públicos, Cali, EMCALI|NA|NA|NA|NA|NA|NA|NA|NA
194|18336|6|17|1|NA|Continuación Debate de Control Político sobre desarrollo del proyecto de Televisión Digital Terrestre, Proyecto de Televisión Satelital Social y del Tercer Canal.|28/07/2010|53|NA|FALSE|Tercer Canal, Televisión Digital, Televisión Satelital|<p>Con proposiciones aditivas</p>|NA|001/10|NA|NA|NA|NA|NA
195|19168|6|17|1|NA|"Discutir sobre el proyecto de ley ""Por la cual se decreta el presupuesto de rentas y recursos de capital y ley de apropiaciones para la vigencia fiscal del 1º de enero al 31 de diciembre de 2011"""|15/09/2010|133|41|FALSE|Presupuesto, economía, presupuesto de rentas, presupuesto de recursos de capital|NA|NA|07-oct|NA|NA|NA|NA|NA
196|19736|2|NA|3|NA|"Invitación  para opinar acerca el  proyecto de ley 205/08 Cámara, 39/08 Senado, ""Por medio del cual se modifican las competencias para el juzgamiento de los actos administrativos expedidos por la procuraduría general de la nación"""|NA|50|138|FALSE|Procuraduría, Actos Administrativos|NA|NA|NA|NA|NA|NA|NA|NA
